x,y
328.772,91.2057
328.975,97.2072
329.057,21.1489
329.597,80.0546
329.641,54.3163
329.709,65.413
329.835,73.7241
329.867,5.72564
329.962,10.7318
330.219,78.671
330.63,81.3042
330.688,3.79008
330.742,4.18702
330.805,102.047
331.657,12.4967
331.681,60.01
331.778,84.3294
331.915,105.012
333.033,24.6025
333.214,67.7893
333.256,14.582
333.523,21.9374
333.687,82.3971
333.753,20.334
334.133,106.951
334.454,13.4107
335.65,78.6594
335.931,91.0269
336.258,15.6751
337.052,73.6753
337.12,78.4757
337.359,24.1677
337.412,75.0549
337.661,82.7038
338.185,69.5597
338.301,3.21
338.332,85.6729
339.345,69.9661
339.566,72.662
339.673,86.5537
340.12,22.674
340.126,5.37662
340.494,26.1012
341.128,73.1248
341.151,71.9751
341.425,63.1599
341.722,9.8217
341.741,0.710648
341.751,71.3611
341.814,21.5793
342.997,25.8443
343.685,88.0147
344.018,6.8514
344.241,4.92709
344.28,10.5604
345.47,15.2311
345.529,22.4047
345.614,4.14614
346.307,13.4762
346.345,96.1744
346.909,1.74622
347.168,23.415
347.429,11.4402
348.357,15.3314
349.18,15.0868
349.393,8.35489
349.684,13.8468
350.395,1.87655
350.94,15.4817
351.992,14.8201
352.131,9.18197
352.742,17.4197
354.558,2.84784
355.527,13.304
358.478,59.4625
359.765,8.27992
359.934,81.3149
360.313,64.8242
360.834,50.3187
361.371,71.1992
361.416,51.2933
361.672,0.689412
361.705,39.7079
361.76,22.2195
362.408,5.14756
362.673,57.4426
362.678,47.2005
362.769,50.1646
363.573,39.2224
363.732,17.8535
364.134,41.9364
364.19,37.418
364.398,4.26276
364.657,37.1999
364.822,7.4726
365.175,1.01684
365.362,58.6057
365.439,57.5014
365.52,65.3938
365.747,48.203
365.902,0.616733
366.142,32.9368
366.479,52.496
366.784,69.2996
367.215,71.9848
367.486,64.2173
367.637,5.06084
367.638,35.8826
367.873,92.3448
368.038,48.1054
368.083,11.4167
368.109,5.054
368.54,32.9018
368.542,69.9146
368.828,11.5869
371.194,51.919
371.215,82.5121
371.529,47.4388
372.174,35.4816
372.224,6.85902
372.281,87.1117
372.358,44.2675
372.711,64.7951
372.869,67.984
372.894,48.9138
373.276,39.8796
373.396,46.0946
373.52,73.9579
374.29,55.8768
374.378,81.1645
374.588,66.4954
375.019,56.3865
375.122,78.0337
375.281,86.9297
375.46,38.1693
375.608,11.6287
375.854,59.1323
376.19,0.228559
376.322,36.7099
376.332,59.4696
376.977,48.9889
377.147,91.1914
377.555,44.709
377.61,9.55041
377.8,55.8177
378.059,41.0783
378.374,41.4542
379.146,67.6246
379.192,69.5974
379.471,57.4802
379.812,66.6735
380.425,88.9324
380.636,60.4832
380.792,48.0691
380.808,52.3697
381.145,65.9084
381.208,56.862
381.285,45.5429
381.468,74.5233
381.889,38.7992
381.994,62.2918
382.111,54.5496
382.227,48.7445
382.459,36.6273
382.605,77.5907
383.325,39.8623
384.08,44.5539
385.135,73.4092
385.152,66.0138
385.391,45.259
385.525,85.837
385.668,91.9738
385.967,59.0089
386.148,72.6713
386.148,71.549
386.418,57.4038
386.963,68.8658
387.184,87.3627
387.431,45.6773
387.802,46.3271
388.66,78.5399
388.671,54.6474
388.796,61.8507
389.879,80.5128
390.814,60.2862
391.218,65.6122
391.515,73.7777
392.222,49.5097
392.367,78.9656
392.767,65.6056
393.965,53.6096
394.027,46.9322
394.092,47.8472
394.158,53.5587
394.3,49.2076
394.355,49.9038
394.542,42.2138
395.478,54.7627
397.883,36.0012
